title,label,description,detail,date
Alibaba Cloud DNS - Supports Alibaba Cloud Line,New Features,The Alibaba Cloud line helps accurately identify DNS queries from different Alibaba Cloud regions and supports personalized configurations for intelligent DNS resolution.,"Target customers: enterprise users and developers who want to optimize business deployed on Alibaba Cloud.
Features released: This feature is available only in the Enterprise Standard Edition and Enterprise Ultimate Edition. After you configure the Alibaba Cloud line, DNS queries from clients such as Alibaba Cloud ECS instances or containers can be resolved to your expected IP addresses. This feature has the following benefits:
(1) Allows clients on Alibaba Cloud to access the nearest resources to accelerate access.
(2) Identifies queries from clients on Alibaba Cloud and distributes query traffic to specific IP addresses based on DNS configurations. This achieves intelligent traffic scheduling on Alibaba Cloud.",Sep 16 2020
Web Application Firewall - Client Type Display Optimized in WAF V5.3.0.0,Experience Enhancements,"Web Application Firewall (WAF), by using website asset fingerprints, now classifies and displays request sources into more categories.","Before optimization, WAF classifies and displays request sources by browser and User-Agent field. If User-Agent fields are tampered with, the statistics that WAF displays cannot precisely reflect request source distribution. After optimization, WAF classifies and displays request sources in more categories. The categories include the browser, application, search engine, crawler, test tool and script, website assistant, subscription, malicious crawler, scanner, and unknown.",Sep 02 2020
Network Attached Storage - Supports CPFS V2.0,New Features,Cloud Paralleled File System (CPFS) V2.0 is released. CPFS V2.0 has higher storage performance and more features compared with the previous version. It provides parallel file storage services for AI training and high performance computing (HPC).,"Target customers: users who need file storage services in fields such as AI deep training, autonomous driving, genetic programming, EDA simulation, petroleum exploration, meteorological analysis, machine learning, big data analysis, and film rendering.
Features released: CPFS V2.0 has higher storage performance and more features compared with the previous version. The storage performance is linearly scaled based on capacity. The throughput is increased to hundreds of GB/s, and the IOPS is increased to millions. In a fully managed manner, CPFS V2.0 provides high-performance file storage services on the public cloud and supports a service level agreement (SLA) of 99.9%. CPFS can be integrated with Hybrid Cloud Storage Array. You can flexibly migrate your business to the cloud by using a hybrid cloud architecture.",Sep 30 2020
"Virtual Private Cloud - Supports China  (Heyuan), China (Guangzhou), and China (Ulanqab)",New Zones\Regions,,"Virtual Private Cloud (VPC) supports the following regions: China  (Heyuan), China (Guangzhou), and China (Ulanqab).",Sep 28 2020
ApsaraDB for MongoDB - Supports Deployment Architecture of ApsaraDB for MyBase,New Features,ApsaraDB for MongoDB-supports the deployment architecture of ApsaraDB for MyBase,"Target customers: medium and large enterprise customers.
Features released: ApsaraDB for MongoDB-support the deployment architecture of ApsaraDB for MyBase to implement the isolation and flexible deployment of resources. This allows medium and large enterprises to reduce resource costs by using overcommit settings and deploy large-scale databases.",Sep 26 2020
Data Lake Analytics - Supports Access to HBase on Serverless Spark Engine,New Features,The serverless Spark engine of Data Lake Analytics (DLA) supports access to HBase.,Target customers: all customers. Features released: The serverless Spark engine of DLA supports access to HBase.,Sep 25 2020
Data Lake Analytics - Support Access to Hive on Serverless Spark Engine,New Features,The serverless Spark engine of Data Lake Analytics (DLA) supports access to Hive.,Target customers: all customers. Features released: The serverless Spark engine of DLA supports access to Hive.,Sep 25 2020
Data Lake Analytics - Supports Access to Hadoop on Serverless Spark Engine,New Features,The serverless Spark engine of Data Lake Analytics (DLA) supports access to Hadoop.,Target users: all customers. Features released: The serverless Spark engine of DLA supports access to Hadoop.,Sep 25 2020
Hybrid Backup Recovery - CloudOps Released,New Features,Hybrid Backup Recovery (HBR) provides the CloudOps platform that is integrated with Apsara Distributed File System to enable the backup appliance service. CloudOps is an O&M platform that is based on state-of-the-art big data technologies.,"Target customers: users of HBR backup appliance service. Features released: CloudOps provides the following features: 1. Intelligent monitoring: monitors the status of software and hardware, and sends alerts to specified recipients if an exception occurs. 2. Artificial intelligence (AI) prediction: assesses the trend of storage space and performance, and gives configuration suggestions. O&M experts: automatically sends notifications to specified recipients. You can monitor the status of software and hardware in the HBR console to implement cloud O&M.",Sep 25 2020
Anti-DDoS Pro - Supports Attack Analysis Reports in Anti-DDoS Pro and Anti-DDoS Premium V7.3.5.0,New Features,"Anti-DDoS Pro and Anti-DDoS Premium allow users to query attack details, protection processes, and protection effects as well as submit feedback.","Target customers: Anti-DDoS Pro and Anti-DDoS Premium users.
Feature released: Attack information is displayed to ensure that users can view the protection process and details, such as the attack trends, attack source analysis, and attack protection flowchart.
",Sep 24 2020
ApsaraDB for MySQL - Allows Dedicated Proxy to Be Enabled Along With Creation of Read-only Instances,Experience Enhancements,ApsaraDB RDS for MySQL allows the dedicated proxy feature to be enabled for primary instances along with creation of read-only instances.,"Target customers: ApsaraDB RDS for MySQL users.
Features released: ApsaraDB RDS for MySQL allows the dedicated proxy feature to be enabled for primary instances along with creation of read-only instances. The dedicated proxy feature is enabled in asynchronous mode with the creation of read-only instances. You can disable the dedicated proxy feature in the console at any time.",Sep 24 2020
Data Transmission Service - Supports Data Synchronization from Db2 for i to MySQL in Alibaba Finance Cloud,New Features,You can use Data Transmission Service (DTS) to synchronize historical data and incremental data from a Db2 for i database to a MySQL database in Alibaba Finance Cloud.,"Target customers: Alibaba Finance Cloud users who need to synchronize data from Db2 for i to MySQL.
Features released: You can use DTS to synchronize historical data and incremental data from a Db2 for i database to a MySQL database in Alibaba Finance Cloud.",Sep 24 2020
